,제목,제공기관,설명,파일형태,수정일,제공형태
2083,김천시 공중보건의사배치 정보 제공,자치행정기관,"김천시 보건지소 및 보건의 배치(한의과,치과,의과,구분명) 현황 제공",XML,2017-11-29,API
2084,병원평가정보(질병-의료급여정신과) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-11-24,API
2085,병원평가정보(질병-천식) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-11-24,API
2086,병원평가정보(질병-폐렴) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-11-24,API
2087,병원평가정보(질병-혈액투석) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-11-24,API
2088,병원평가정보(폐암) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-11-24,API
2089,전문병원 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2090,전문병원급산부인과 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2091,부인과한방병원 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2092,병원 현황(병원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2093,병원급산부인과 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2094,부속 의료기관 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2095,의료법인 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2096,의원 현황(의원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2097,종합병원 현황(병원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2098,요양병원 현황(병원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2099,한의원 현황(의원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-11-23,API
2100,정신병원 현황(병원급),자치행정기관,경기도 내의 가족의 보호가 어려운 정신질환자가 입소ㆍ보호ㆍ사회적응훈련등 재활훈련을 할수 있는 정신보건관련 기관의 현황 정보 입니다.,XML,2017-11-21,API
2101,정신 건강 증진센터 현황,자치행정기관,경기도 내의 가족의 보호가 어려운 정신질환자가 입소ㆍ보호ㆍ사회적응훈련등 재활훈련을 할수 있는 정신보건관련 기관의 현황 정보 입니다.,XML,2017-11-21,API
2102,응급환자이송업 현황,자치행정기관,경기도내 응급 의료 정보센터 현황,XML,2017-11-20,API
2103,진단용 방사선 발생장치 현황,자치행정기관,"X-선을 이용한 CT(전산화 단층촬영)와, 자석의힘과 전자기파를 이용한 MRI(자기 공명 영상)이며 주로 폐, 기관지 및 간암, 부인암, 췌암 등의 진단을 위한 환자몸의 단면을 보는데 의료기관에서 사용하는 특수의료장비 정보(자치단체에서 인허가 처리 시 신고일자가 등록되지 않은 경우 신고일을 19000000로 표시)",XML,2017-11-20,API
2104,자동제세동기(AED)설치 현황,자치행정기관,"X-선을 이용한 CT(전산화 단층촬영)와, 자석의힘과 전자기파를 이용한 MRI(자기 공명 영상)이며 주로 폐, 기관지 및 간암, 부인암, 췌암 등의 진단을 위한 환자몸의 단면을 보는데 의료기관에서 사용하는 특수의료장비 정보(자치단체에서 인허가 처리 시 신고일자가 등록되지 않은 경우 신고일을 19000000로 표시)",XML,2017-11-20,API
2105,특수 의료장비 현황(CTㆍMRI),자치행정기관,"X-선을 이용한 CT(전산화 단층촬영)와, 자석의힘과 전자기파를 이용한 MRI(자기 공명 영상)이며 주로 폐, 기관지 및 간암, 부인암, 췌암 등의 진단을 위한 환자몸의 단면을 보는데 의료기관에서 사용하는 특수의료장비 정보(자치단체에서 인허가 처리 시 신고일자가 등록되지 않은 경우 신고일을 19000000로 표시)",XML,2017-11-20,API
2106,특수의료장비 현황(유방촬영용장치),자치행정기관,"X-선을 이용한 CT(전산화 단층촬영)와, 자석의힘과 전자기파를 이용한 MRI(자기 공명 영상)이며 주로 폐, 기관지 및 간암, 부인암, 췌암 등의 진단을 위한 환자몸의 단면을 보는데 의료기관에서 사용하는 특수의료장비 정보(자치단체에서 인허가 처리 시 신고일자가 등록되지 않은 경우 신고일을 19000000로 표시)",XML,2017-11-20,API
2107,보건소 현황,자치행정기관,정신보건시설 현황 입니다.,XML,2017-11-20,API
2108,보건지소 현황,자치행정기관,정신보건시설 현황 입니다.,XML,2017-11-20,API
2109,보건진료소 현황,자치행정기관,정신보건시설 현황 입니다.,XML,2017-11-20,API
2110,알코올상담센터(중독관리통합지원센터) 현황,자치행정기관,정신보건시설 현황 입니다.,XML,2017-11-20,API
2111,결핵 요양시설 현황,자치행정기관,정신보건시설 현황 입니다.,XML,2017-11-20,API
2112,경상남도 거제시 의료기관 현황,자치행정기관,의료기관 현황,JSON+XML,2017-11-20,API
2113,연령별 화장현황 조회 서비스,공공기관,"화장장 이용현황에 대한 전반적인 분석한 통계자료를 제공한다 (연령별 통계, 사망원인별 통계, 거주지역별 통계 등)",XML,2017-11-01,API
2114,유기동물 보호시설 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-31,API
2115,병원평가정보(관상동맥우회술) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2116,병원평가정보(대장암) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2117,병원평가정보(수술의예방적항생제) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2118,병원평가정보(약-처방약품비) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2119,병원평가정보(약-항생제) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2120,병원평가정보(약품목수) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2121,병원평가정보(주사제) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2122,병원평가정보(질병-급성기뇌졸증) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2123,병원평가정보(질병-당뇨병) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2124,병원평가정보(질병-만성폐쇄성폐질환) 현황,자치행정기관,"경기도 내의 암수술, 관상동맥우회술, 약처방 등의 관한 병원평가에 관련된 정보 현황 정보입니다.",XML,2017-10-31,API
2125,의료기기 판매(임대)업체 현황,자치행정기관,"경기도 내의 의료기기 판매(임대), 치과기공소, 의료기기수리 등의 업체에 관한 현황 정보입니다.",XML,2017-10-31,API
2126,안경업체 현황,자치행정기관,"경기도 내의 의료기기 판매(임대), 치과기공소, 의료기기수리 등의 업체에 관한 현황 정보입니다.",XML,2017-10-31,API
2127,치과기공소 현황,자치행정기관,"경기도 내의 의료기기 판매(임대), 치과기공소, 의료기기수리 등의 업체에 관한 현황 정보입니다.",XML,2017-10-31,API
2128,의료기기수리업 현황,자치행정기관,"경기도 내의 의료기기 판매(임대), 치과기공소, 의료기기수리 등의 업체에 관한 현황 정보입니다.",XML,2017-10-31,API
2129,한방병원 현황(병원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-10-30,API
2130,치과의원 현황(의원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-10-30,API
2131,치과병원 현황(병원급),자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-10-30,API
2132,노인 전문병원 현황,자치행정기관,"경기도 내의 병원, 의원, 한의원, 한방병원, 전문병원 등의 병원명, 소재지주소, 소재지 위치등의 정보를 제공합니다.",XML,2017-10-30,API
2133,중앙보훈병원 욕창진료센터 환자 치료정보,공공기관,"보훈병원 환자의 진료시작일,종료일,종료사유,진단명,치료부위명,치료단계.소요시간 등에 대한 데이터",XML,2017-10-25,API
2134,동물병원 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-20,API
2135,동물약국 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-20,API
2136,동물용 의료용구 판매업체 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-20,API
2137,동물용 의약품 도매상 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-20,API
2138,동물장묘허가업체 현황,자치행정기관,"경기도 내의 동물병원, 동물약국, 동물용 의료용구, 동물장묘등의 동물과 관련된 업체 및 시설 현황입니다.",XML,2017-10-20,API
