fname,department,tag,info
국립암센터 유방암 라이브러리 집계정보,국립암센터,유방암,유방암 라이브러리 집계정보
국립암센터 난소암 라이브러리 집계정보,국립암센터,난소암,난소암 라이브러리 집계정보
결장암 협력병기 조사 정보제공 서비스,,결장암,협력병기 조사 정보제공 서비스
유방암 협력병기 조사 정보제공 서비스,,유방암,협력병기 조사 정보제공 서비스
직장암 협력병기 조사 정보제공 서비스,,직장암,협력병기 조사 정보제공 서비스
위암 협력병기 조사 정보제공 서비스,,위암,협력병기 조사 정보제공 서비스
국립암센터 암종별 레지스트리 메타 정보,국립암센터,국립암센터,암종별 레지스트리 메타 정보
자궁암 레지스트리 메타 정보제공 서비스,,자궁암,레지스트리 메타 정보제공 서비스
폐암 레지스트리 메타 정보제공 서비스,,폐암,레지스트리 메타 정보제공 서비스
육종암 레지스트리 메타 정보 제공 서비스,,육종암,레지스트리 메타 정보 제공 서비스
방광암 레지스트리 메타 정보 제공 서비스,,방광암,레지스트리 메타 정보 제공 서비스
구강암 레지스트리 메타 정보 제공 서비스,,구강암,레지스트리 메타 정보 제공 서비스
소아청소년암 레지스트리 메타정보 제공 서비스,,소아청소년암,레지스트리 메타정보 제공 서비스
산재병원 의료 현황정보,산재병원,현황정보,의료 현황정보
근로복지지원현황,,근로복지지원현황,근로복지지원현황
임상연구 DB,,임상연구,임상연구 DB
서울특별시 동작구 보건소 새소식 정보,,보건소,동작구 보건소 새소식 정보
경상북도 공중화장실 정보조회,,공중화장실,공중화장실 정보조회
부산광역시 인플루엔자호흡기바이러스 조사 정보,,인플루엔자호흡기바이러스조사정보,인플루엔자호흡기바이러스 조사 정보
부산광역시 일본뇌염모기밀도 조사결과 정보,,일본뇌염모기밀도조사결과,일본뇌염모기밀도 조사결과 정보
포항시 한의원현황,,한의원현황,포항시 한의원현황
포항시 치과의원현황,,치과의원현황,포항시 치과의원현황
포항시 치과기공소현황,,치과기공소,포항시 치과기공소현황
포항시 종합병원현황,,종합병원현황,포항시 종합병원현황
포항시 의원현황,,의원현황,포항시 의원현황
포항시 의료기판매업소현황,,의료기판매업소현황,포항시 의료기판매업소현황
포항시 요양병원현황,,요양병원현황,포항시 요양병원현황
포항시 약국현황,,약국현황,포항시 약국현황
포항시 안경판매업소현황,,안경판매업소현황,포항시 안경판매업소현황
포항시 보건소현황,,보건소현황,포항시 보건소현황
포항시 병원현황,,병원현황,포항시 병원현황
국내 의과학 학술논문 국가서지,,학술논문,의과학 학술논문 국가서지
대전광역시 당직의료기관,,당직의료기관,대전광역시 당직의료기관
친절음식점 정보,,친절음식점정보,친절음식점 정보
대구 맛집,,맛집,대구 맛집
대구 사찰음식점,,사찰음식점,대구 사찰음식점
대구음식골목,,대구음식골목,대구음식골목
경기도 보건 의료기관별 공중보건의 배치 현황,,의료기관별,보건 의료기관별 공중보건의 배치 현황
국립암센터 암검진자 코호트 집계 정보,국립암센터,코호트,암검진자 코호트 집계 정보
국립암센터 암검진자 코호트 메타 정보,국립암센터,코호트,암검진자 코호트 메타 정보
경상남도 의령군 무더위쉼터 API,,무더위쉼터,의령군 무더위쉼터 API
경상남도 의령군 금연구역 API,,금연구역,의령군 금연구역 API
임상연구 등록통계,,임상연구,임상연구 등록통계
경기도 공공의료사업(중증장애인치과운영)실적 현황,,공공의료사업,공공의료사업(중증장애인치과운영)실적 현황
경기도 공공의료사업(무료이동진료사업(외국인근로자))실적 현황,,공공의료사업,공공의료사업(무료이동진료사업(외국인근로자))실적 현황
경기도 공공의료사업(행복치아만들기사업)실적 현황,,공공의료사업,공공의료사업(행복치아만들기사업)실적 현황
경기도 공공의료사업(가정간호사업)실적 현황,,공공의료사업,공공의료사업(가정간호사업)실적 현황
경기도 공공의료사업(취약계층진료비지원사업)실적 현황,,공공의료사업,공공의료사업(취약계층진료비지원사업)실적 현황
부산광역시 장애인 전동보장구 급속충전기 설치 현황,,급속충전기설치현황,장애인 전동보장구 급속충전기 설치 현황
부산광역시 구군 장례시설 현황,,장례시설,구군 장례시설 현황
부산광역시 구군 보건소 예방접종 정보,,보건소,구군 보건소 예방접종 정보
경기도 광명시 의무소독대상 현황,,의무소독대상,광명시 의무소독대상 현황
경기도 광명시 병원 현황,,병원,광명시 병원 현황
경기도 광명시 병원 현황(병원급),,병원,광명시 병원 현황(병원급)
경기도 광명시 병원평가정보(위암) 현황,,병원평가정보(위암),광명시 병원평가정보(위암) 현황
경기도 광명시 병원평가정보(주사제) 현황,,병원평가정보(주사제),광명시 병원평가정보(주사제) 현황
경기도 광명시 병원평가정보(중환자실) 현황,,병원평가정보(중환자실),광명시 병원평가정보(중환자실) 현황
경기도 광명시 병원평가정보(질병-고혈압) 현황,,병원평가정보(질병-고혈압),광명시 병원평가정보(질병-고혈압) 현황
경기도 광명시 병원평가정보(질병-급성기뇌졸증) 현황,,병원평가정보(질병-급성기뇌졸증),광명시 병원평가정보(질병-급성기뇌졸증) 현황
경기도 광명시 병원평가정보(질병-당뇨병) 현황,,병원평가정보(질병-당뇨병),광명시 병원평가정보(질병-당뇨병) 현황
경기도 광명시 병원평가정보(질병-만성폐쇄성폐질환) 현황,,병원평가정보(질병-만성폐쇄성폐질환),광명시 병원평가정보(질병-만성폐쇄성폐질환) 현황
경기도 광명시 병원평가정보(질병-의료급여정신과) 현황,,병원평가정보(질병-의료급여정신과),광명시 병원평가정보(질병-의료급여정신과) 현황
경기도 광명시 병원평가정보(질병-천식) 현황,,병원평가정보(질병-천식),광명시 병원평가정보(질병-천식) 현황
경기도 광명시 비급여항목병원목록 현황,,비급여항목병원목록,광명시 비급여항목병원목록 현황
경기도 광명시 부속 의료기관 현황,,의료기관,광명시 부속 의료기관 현황
경기도 광명시 어린이국가예방접종지정의료기관 현황,,어린이국가예방접종지정의료기관,광명시 어린이국가예방접종지정의료기관 현황
경기도 광명시 보건소 현황,,보건소,광명시 보건소 현황
경기도 광명시 요양병원 현황(병원급),,요양병원,광명시 요양병원 현황(병원급)
경기도 광명시 병원평가정보(질병-혈액투석) 현황,,병원평가정보(질병-혈액투석),광명시 병원평가정보(질병-혈액투석) 현황
경기도 광명시 병원평가정보(질병-폐렴) 현황,,병원평가정보(질병-폐렴),광명시 병원평가정보(질병-폐렴) 현황
경기도 광명시 응급의료센터 현황,,응급의료센터,광명시 응급의료센터 현황
경기도 광명시 자율점검 업소지정 현황,,자율점검,광명시 자율점검 업소지정 현황
경기도 광명시 의원급산부인과 현황,,의원급산부인과,광명시 의원급산부인과 현황
경기도 광명시 정신 건강 증진센터 현황,,정신건강증진센터현황,광명시 정신 건강 증진센터 현황
경기도 광명시 조산원(의원급) 현황,,조산원(의원급),광명시 조산원(의원급) 현황
경기도 광명시 의원 현황(의원급),,의원,광명시 의원 현황(의원급)
경기도 광명시 종합병원 현황(병원급),,종합병원,광명시 종합병원 현황(병원급)
경기도 광명시 의료법인 현황,,의료법인,광명시 의료법인 현황
경기도 광명시 의료 유사업체 현황(안마원),,의료유사체,광명시 의료 유사업체 현황(안마원)
경기도 광명시 종합병원산부인과 현황,,종합병원산부인과,광명시 종합병원산부인과 현황
경기도 광명시 의료 유사업체 현황(안마시술소),,의료유사업체,광명시 의료 유사업체 현황(안마시술소)
경기도 광명시 진단용 방사선 발생장치 현황,,방사선발생장치,광명시 진단용 방사선 발생장치 현황
경기도 광명시 치과기공소 현황,,치과기공소,광명시 치과기공소 현황
경기도 광명시 한의원 현황(의원급),,한의원,광명시 한의원 현황(의원급)
경기도 광명시 특수의료장비 현황(유방촬영용장치),,특수의료장비,광명시 특수의료장비 현황(유방촬영용장치)
경기도 광명시 특수 의료장비 현황(CTㆍMRI),,특수의료장비,광명시 특수 의료장비 현황(CTㆍMRI)
경기도 광명시 치과의원 현황(의원급),,치과의원,광명시 치과의원 현황(의원급)
경기도 광명시 병원평가정보(유방암) 현황,,병원평가정보(유방암),광명시 병원평가정보(유방암) 현황
경기도 광명시 병원평가정보(질병-급성심근경색증) 현황,,병원평가정보(질병-급성심근경색증),광명시 병원평가정보(질병-급성심근경색증) 현황
응급의료기관 및 응급의료지원센터 현황,,응급의료지원센터현황,및 응급의료지원센터 현황
예방접종업무 위탁 의료기관 현황 정보,,의료기관현황,위탁 의료기관 현황 정보
서대문구 이용업 현황(실시간),,이용업,이용업 현황(실시간)
"공중위생업소(세탁, 목욕)",,공중위생업소,"공중위생업소(세탁, 목욕)"
서대문구 미용업 현황(실시간),,미용업,미용업 현황(실시간)
소독업소정보,,소독업소정보,소독업소정보
산후조리업소정보,,산후조리업소정보,산후조리업소정보
약국정보,,약국정보,약국정보
숙박업(일반),,숙박업(일반),숙박업(일반)
개방화장실,,개방화장실,개방화장실
의약판매업소 정보 서비스,,의약판매업소,정보 서비스
병의원·약국정보,,병의원·약국정보,병의원 약국정보
미용업(피부) 현황,,미용업(피부),미용업(피부) 현황
조산원(의원급) 현황,,조산원(의원급),조산원(의원급) 현황
